Date,Year,Quarter,Month Number,Month,Year-Month,Day,Day Name,Week Number,Is Weekend
2025-02-13,2025,Q1,2,February,2025-02,13,Thursday,7,False
2025-02-14,2025,Q1,2,February,2025-02,14,Friday,7,False
2025-02-15,2025,Q1,2,February,2025-02,15,Saturday,7,True
2025-02-16,2025,Q1,2,February,2025-02,16,Sunday,7,True
2025-02-17,2025,Q1,2,February,2025-02,17,Monday,8,False
2025-02-18,2025,Q1,2,February,2025-02,18,Tuesday,8,False
2025-02-19,2025,Q1,2,February,2025-02,19,Wednesday,8,False
2025-02-20,2025,Q1,2,February,2025-02,20,Thursday,8,False
2025-02-21,2025,Q1,2,February,2025-02,21,Friday,8,False
2025-02-22,2025,Q1,2,February,2025-02,22,Saturday,8,True
2025-02-23,2025,Q1,2,February,2025-02,23,Sunday,8,True
2025-02-24,2025,Q1,2,February,2025-02,24,Monday,9,False
2025-02-25,2025,Q1,2,February,2025-02,25,Tuesday,9,False
2025-02-26,2025,Q1,2,February,2025-02,26,Wednesday,9,False
2025-02-27,2025,Q1,2,February,2025-02,27,Thursday,9,False
2025-02-28,2025,Q1,2,February,2025-02,28,Friday,9,False
2025-03-01,2025,Q1,3,March,2025-03,1,Saturday,9,True
2025-03-02,2025,Q1,3,March,2025-03,2,Sunday,9,True
2025-03-03,2025,Q1,3,March,2025-03,3,Monday,10,False
2025-03-04,2025,Q1,3,March,2025-03,4,Tuesday,10,False
2025-03-05,2025,Q1,3,March,2025-03,5,Wednesday,10,False
2025-03-06,2025,Q1,3,March,2025-03,6,Thursday,10,False
2025-03-07,2025,Q1,3,March,2025-03,7,Friday,10,False
2025-03-08,2025,Q1,3,March,2025-03,8,Saturday,10,True
2025-03-09,2025,Q1,3,March,2025-03,9,Sunday,10,True
2025-03-10,2025,Q1,3,March,2025-03,10,Monday,11,False
2025-03-11,2025,Q1,3,March,2025-03,11,Tuesday,11,False
2025-03-12,2025,Q1,3,March,2025-03,12,Wednesday,11,False
2025-03-13,2025,Q1,3,March,2025-03,13,Thursday,11,False
2025-03-14,2025,Q1,3,March,2025-03,14,Friday,11,False
2025-03-15,2025,Q1,3,March,2025-03,15,Saturday,11,True
2025-03-16,2025,Q1,3,March,2025-03,16,Sunday,11,True
2025-03-17,2025,Q1,3,March,2025-03,17,Monday,12,False
2025-03-18,2025,Q1,3,March,2025-03,18,Tuesday,12,False
2025-03-19,2025,Q1,3,March,2025-03,19,Wednesday,12,False
2025-03-20,2025,Q1,3,March,2025-03,20,Thursday,12,False
2025-03-21,2025,Q1,3,March,2025-03,21,Friday,12,False
2025-03-22,2025,Q1,3,March,2025-03,22,Saturday,12,True
2025-03-23,2025,Q1,3,March,2025-03,23,Sunday,12,True
2025-03-24,2025,Q1,3,March,2025-03,24,Monday,13,False
2025-03-25,2025,Q1,3,March,2025-03,25,Tuesday,13,False
2025-03-26,2025,Q1,3,March,2025-03,26,Wednesday,13,False
2025-03-27,2025,Q1,3,March,2025-03,27,Thursday,13,False
2025-03-28,2025,Q1,3,March,2025-03,28,Friday,13,False
2025-03-29,2025,Q1,3,March,2025-03,29,Saturday,13,True
2025-03-30,2025,Q1,3,March,2025-03,30,Sunday,13,True
2025-03-31,2025,Q1,3,March,2025-03,31,Monday,14,False
2025-04-01,2025,Q2,4,April,2025-04,1,Tuesday,14,False
2025-04-02,2025,Q2,4,April,2025-04,2,Wednesday,14,False
2025-04-03,2025,Q2,4,April,2025-04,3,Thursday,14,False
2025-04-04,2025,Q2,4,April,2025-04,4,Friday,14,False
2025-04-05,2025,Q2,4,April,2025-04,5,Saturday,14,True
2025-04-06,2025,Q2,4,April,2025-04,6,Sunday,14,True
2025-04-07,2025,Q2,4,April,2025-04,7,Monday,15,False
2025-04-08,2025,Q2,4,April,2025-04,8,Tuesday,15,False
2025-04-09,2025,Q2,4,April,2025-04,9,Wednesday,15,False
2025-04-10,2025,Q2,4,April,2025-04,10,Thursday,15,False
2025-04-11,2025,Q2,4,April,2025-04,11,Friday,15,False
2025-04-12,2025,Q2,4,April,2025-04,12,Saturday,15,True
2025-04-13,2025,Q2,4,April,2025-04,13,Sunday,15,True
2025-04-14,2025,Q2,4,April,2025-04,14,Monday,16,False
2025-04-15,2025,Q2,4,April,2025-04,15,Tuesday,16,False
2025-04-16,2025,Q2,4,April,2025-04,16,Wednesday,16,False
2025-04-17,2025,Q2,4,April,2025-04,17,Thursday,16,False
2025-04-18,2025,Q2,4,April,2025-04,18,Friday,16,False
2025-04-19,2025,Q2,4,April,2025-04,19,Saturday,16,True
2025-04-20,2025,Q2,4,April,2025-04,20,Sunday,16,True
2025-04-21,2025,Q2,4,April,2025-04,21,Monday,17,False
2025-04-22,2025,Q2,4,April,2025-04,22,Tuesday,17,False
2025-04-23,2025,Q2,4,April,2025-04,23,Wednesday,17,False
2025-04-24,2025,Q2,4,April,2025-04,24,Thursday,17,False
2025-04-25,2025,Q2,4,April,2025-04,25,Friday,17,False
2025-04-26,2025,Q2,4,April,2025-04,26,Saturday,17,True
2025-04-27,2025,Q2,4,April,2025-04,27,Sunday,17,True
2025-04-28,2025,Q2,4,April,2025-04,28,Monday,18,False
2025-04-29,2025,Q2,4,April,2025-04,29,Tuesday,18,False
2025-04-30,2025,Q2,4,April,2025-04,30,Wednesday,18,False
2025-05-01,2025,Q2,5,May,2025-05,1,Thursday,18,False
2025-05-02,2025,Q2,5,May,2025-05,2,Friday,18,False
2025-05-03,2025,Q2,5,May,2025-05,3,Saturday,18,True
2025-05-04,2025,Q2,5,May,2025-05,4,Sunday,18,True
2025-05-05,2025,Q2,5,May,2025-05,5,Monday,19,False
2025-05-06,2025,Q2,5,May,2025-05,6,Tuesday,19,False
2025-05-07,2025,Q2,5,May,2025-05,7,Wednesday,19,False
2025-05-08,2025,Q2,5,May,2025-05,8,Thursday,19,False
2025-05-09,2025,Q2,5,May,2025-05,9,Friday,19,False
2025-05-10,2025,Q2,5,May,2025-05,10,Saturday,19,True
2025-05-11,2025,Q2,5,May,2025-05,11,Sunday,19,True
2025-05-12,2025,Q2,5,May,2025-05,12,Monday,20,False
2025-05-13,2025,Q2,5,May,2025-05,13,Tuesday,20,False
2025-05-14,2025,Q2,5,May,2025-05,14,Wednesday,20,False
2025-05-15,2025,Q2,5,May,2025-05,15,Thursday,20,False
2025-05-16,2025,Q2,5,May,2025-05,16,Friday,20,False
2025-05-17,2025,Q2,5,May,2025-05,17,Saturday,20,True
2025-05-18,2025,Q2,5,May,2025-05,18,Sunday,20,True
2025-05-19,2025,Q2,5,May,2025-05,19,Monday,21,False
2025-05-20,2025,Q2,5,May,2025-05,20,Tuesday,21,False
2025-05-21,2025,Q2,5,May,2025-05,21,Wednesday,21,False
2025-05-22,2025,Q2,5,May,2025-05,22,Thursday,21,False
2025-05-23,2025,Q2,5,May,2025-05,23,Friday,21,False
2025-05-24,2025,Q2,5,May,2025-05,24,Saturday,21,True
2025-05-25,2025,Q2,5,May,2025-05,25,Sunday,21,True
2025-05-26,2025,Q2,5,May,2025-05,26,Monday,22,False
2025-05-27,2025,Q2,5,May,2025-05,27,Tuesday,22,False
2025-05-28,2025,Q2,5,May,2025-05,28,Wednesday,22,False
2025-05-29,2025,Q2,5,May,2025-05,29,Thursday,22,False
2025-05-30,2025,Q2,5,May,2025-05,30,Friday,22,False
2025-05-31,2025,Q2,5,May,2025-05,31,Saturday,22,True
2025-06-01,2025,Q2,6,June,2025-06,1,Sunday,22,True
2025-06-02,2025,Q2,6,June,2025-06,2,Monday,23,False
2025-06-03,2025,Q2,6,June,2025-06,3,Tuesday,23,False
2025-06-04,2025,Q2,6,June,2025-06,4,Wednesday,23,False
2025-06-05,2025,Q2,6,June,2025-06,5,Thursday,23,False
2025-06-06,2025,Q2,6,June,2025-06,6,Friday,23,False
2025-06-07,2025,Q2,6,June,2025-06,7,Saturday,23,True
2025-06-08,2025,Q2,6,June,2025-06,8,Sunday,23,True
2025-06-09,2025,Q2,6,June,2025-06,9,Monday,24,False
2025-06-10,2025,Q2,6,June,2025-06,10,Tuesday,24,False
2025-06-11,2025,Q2,6,June,2025-06,11,Wednesday,24,False
2025-06-12,2025,Q2,6,June,2025-06,12,Thursday,24,False
2025-06-13,2025,Q2,6,June,2025-06,13,Friday,24,False
2025-06-14,2025,Q2,6,June,2025-06,14,Saturday,24,True
2025-06-15,2025,Q2,6,June,2025-06,15,Sunday,24,True
2025-06-16,2025,Q2,6,June,2025-06,16,Monday,25,False
2025-06-17,2025,Q2,6,June,2025-06,17,Tuesday,25,False
2025-06-18,2025,Q2,6,June,2025-06,18,Wednesday,25,False
2025-06-19,2025,Q2,6,June,2025-06,19,Thursday,25,False
2025-06-20,2025,Q2,6,June,2025-06,20,Friday,25,False
2025-06-21,2025,Q2,6,June,2025-06,21,Saturday,25,True
2025-06-22,2025,Q2,6,June,2025-06,22,Sunday,25,True
2025-06-23,2025,Q2,6,June,2025-06,23,Monday,26,False
2025-06-24,2025,Q2,6,June,2025-06,24,Tuesday,26,False
2025-06-25,2025,Q2,6,June,2025-06,25,Wednesday,26,False
2025-06-26,2025,Q2,6,June,2025-06,26,Thursday,26,False
2025-06-27,2025,Q2,6,June,2025-06,27,Friday,26,False
2025-06-28,2025,Q2,6,June,2025-06,28,Saturday,26,True
2025-06-29,2025,Q2,6,June,2025-06,29,Sunday,26,True
2025-06-30,2025,Q2,6,June,2025-06,30,Monday,27,False
2025-07-01,2025,Q3,7,July,2025-07,1,Tuesday,27,False
2025-07-02,2025,Q3,7,July,2025-07,2,Wednesday,27,False
2025-07-03,2025,Q3,7,July,2025-07,3,Thursday,27,False
2025-07-04,2025,Q3,7,July,2025-07,4,Friday,27,False
2025-07-05,2025,Q3,7,July,2025-07,5,Saturday,27,True
2025-07-06,2025,Q3,7,July,2025-07,6,Sunday,27,True
2025-07-07,2025,Q3,7,July,2025-07,7,Monday,28,False
2025-07-08,2025,Q3,7,July,2025-07,8,Tuesday,28,False
2025-07-09,2025,Q3,7,July,2025-07,9,Wednesday,28,False
2025-07-10,2025,Q3,7,July,2025-07,10,Thursday,28,False
2025-07-11,2025,Q3,7,July,2025-07,11,Friday,28,False
2025-07-12,2025,Q3,7,July,2025-07,12,Saturday,28,True
2025-07-13,2025,Q3,7,July,2025-07,13,Sunday,28,True
2025-07-14,2025,Q3,7,July,2025-07,14,Monday,29,False
2025-07-15,2025,Q3,7,July,2025-07,15,Tuesday,29,False
2025-07-16,2025,Q3,7,July,2025-07,16,Wednesday,29,False
2025-07-17,2025,Q3,7,July,2025-07,17,Thursday,29,False
2025-07-18,2025,Q3,7,July,2025-07,18,Friday,29,False
2025-07-19,2025,Q3,7,July,2025-07,19,Saturday,29,True
2025-07-20,2025,Q3,7,July,2025-07,20,Sunday,29,True
2025-07-21,2025,Q3,7,July,2025-07,21,Monday,30,False
2025-07-22,2025,Q3,7,July,2025-07,22,Tuesday,30,False
2025-07-23,2025,Q3,7,July,2025-07,23,Wednesday,30,False
2025-07-24,2025,Q3,7,July,2025-07,24,Thursday,30,False
2025-07-25,2025,Q3,7,July,2025-07,25,Friday,30,False
2025-07-26,2025,Q3,7,July,2025-07,26,Saturday,30,True
2025-07-27,2025,Q3,7,July,2025-07,27,Sunday,30,True
2025-07-28,2025,Q3,7,July,2025-07,28,Monday,31,False
2025-07-29,2025,Q3,7,July,2025-07,29,Tuesday,31,False
2025-07-30,2025,Q3,7,July,2025-07,30,Wednesday,31,False
2025-07-31,2025,Q3,7,July,2025-07,31,Thursday,31,False
2025-08-01,2025,Q3,8,August,2025-08,1,Friday,31,False
2025-08-02,2025,Q3,8,August,2025-08,2,Saturday,31,True
2025-08-03,2025,Q3,8,August,2025-08,3,Sunday,31,True
2025-08-04,2025,Q3,8,August,2025-08,4,Monday,32,False
2025-08-05,2025,Q3,8,August,2025-08,5,Tuesday,32,False
2025-08-06,2025,Q3,8,August,2025-08,6,Wednesday,32,False
2025-08-07,2025,Q3,8,August,2025-08,7,Thursday,32,False
2025-08-08,2025,Q3,8,August,2025-08,8,Friday,32,False
2025-08-09,2025,Q3,8,August,2025-08,9,Saturday,32,True
2025-08-10,2025,Q3,8,August,2025-08,10,Sunday,32,True
2025-08-11,2025,Q3,8,August,2025-08,11,Monday,33,False
2025-08-12,2025,Q3,8,August,2025-08,12,Tuesday,33,False
2025-08-13,2025,Q3,8,August,2025-08,13,Wednesday,33,False
2025-08-14,2025,Q3,8,August,2025-08,14,Thursday,33,False
2025-08-15,2025,Q3,8,August,2025-08,15,Friday,33,False
2025-08-16,2025,Q3,8,August,2025-08,16,Saturday,33,True
2025-08-17,2025,Q3,8,August,2025-08,17,Sunday,33,True
2025-08-18,2025,Q3,8,August,2025-08,18,Monday,34,False
2025-08-19,2025,Q3,8,August,2025-08,19,Tuesday,34,False
2025-08-20,2025,Q3,8,August,2025-08,20,Wednesday,34,False
2025-08-21,2025,Q3,8,August,2025-08,21,Thursday,34,False
2025-08-22,2025,Q3,8,August,2025-08,22,Friday,34,False
2025-08-23,2025,Q3,8,August,2025-08,23,Saturday,34,True
2025-08-24,2025,Q3,8,August,2025-08,24,Sunday,34,True
2025-08-25,2025,Q3,8,August,2025-08,25,Monday,35,False
2025-08-26,2025,Q3,8,August,2025-08,26,Tuesday,35,False
2025-08-27,2025,Q3,8,August,2025-08,27,Wednesday,35,False
2025-08-28,2025,Q3,8,August,2025-08,28,Thursday,35,False
2025-08-29,2025,Q3,8,August,2025-08,29,Friday,35,False
2025-08-30,2025,Q3,8,August,2025-08,30,Saturday,35,True
2025-08-31,2025,Q3,8,August,2025-08,31,Sunday,35,True
2025-09-01,2025,Q3,9,September,2025-09,1,Monday,36,False
2025-09-02,2025,Q3,9,September,2025-09,2,Tuesday,36,False
2025-09-03,2025,Q3,9,September,2025-09,3,Wednesday,36,False
2025-09-04,2025,Q3,9,September,2025-09,4,Thursday,36,False
2025-09-05,2025,Q3,9,September,2025-09,5,Friday,36,False
2025-09-06,2025,Q3,9,September,2025-09,6,Saturday,36,True
2025-09-07,2025,Q3,9,September,2025-09,7,Sunday,36,True
2025-09-08,2025,Q3,9,September,2025-09,8,Monday,37,False
2025-09-09,2025,Q3,9,September,2025-09,9,Tuesday,37,False
2025-09-10,2025,Q3,9,September,2025-09,10,Wednesday,37,False
2025-09-11,2025,Q3,9,September,2025-09,11,Thursday,37,False
2025-09-12,2025,Q3,9,September,2025-09,12,Friday,37,False
2025-09-13,2025,Q3,9,September,2025-09,13,Saturday,37,True
2025-09-14,2025,Q3,9,September,2025-09,14,Sunday,37,True
2025-09-15,2025,Q3,9,September,2025-09,15,Monday,38,False
2025-09-16,2025,Q3,9,September,2025-09,16,Tuesday,38,False
2025-09-17,2025,Q3,9,September,2025-09,17,Wednesday,38,False
2025-09-18,2025,Q3,9,September,2025-09,18,Thursday,38,False
2025-09-19,2025,Q3,9,September,2025-09,19,Friday,38,False
2025-09-20,2025,Q3,9,September,2025-09,20,Saturday,38,True
2025-09-21,2025,Q3,9,September,2025-09,21,Sunday,38,True
2025-09-22,2025,Q3,9,September,2025-09,22,Monday,39,False
2025-09-23,2025,Q3,9,September,2025-09,23,Tuesday,39,False
2025-09-24,2025,Q3,9,September,2025-09,24,Wednesday,39,False
2025-09-25,2025,Q3,9,September,2025-09,25,Thursday,39,False
2025-09-26,2025,Q3,9,September,2025-09,26,Friday,39,False
2025-09-27,2025,Q3,9,September,2025-09,27,Saturday,39,True
2025-09-28,2025,Q3,9,September,2025-09,28,Sunday,39,True
2025-09-29,2025,Q3,9,September,2025-09,29,Monday,40,False
2025-09-30,2025,Q3,9,September,2025-09,30,Tuesday,40,False
2025-10-01,2025,Q4,10,October,2025-10,1,Wednesday,40,False
2025-10-02,2025,Q4,10,October,2025-10,2,Thursday,40,False
2025-10-03,2025,Q4,10,October,2025-10,3,Friday,40,False
2025-10-04,2025,Q4,10,October,2025-10,4,Saturday,40,True
2025-10-05,2025,Q4,10,October,2025-10,5,Sunday,40,True
2025-10-06,2025,Q4,10,October,2025-10,6,Monday,41,False
2025-10-07,2025,Q4,10,October,2025-10,7,Tuesday,41,False
2025-10-08,2025,Q4,10,October,2025-10,8,Wednesday,41,False
2025-10-09,2025,Q4,10,October,2025-10,9,Thursday,41,False
2025-10-10,2025,Q4,10,October,2025-10,10,Friday,41,False
2025-10-11,2025,Q4,10,October,2025-10,11,Saturday,41,True
2025-10-12,2025,Q4,10,October,2025-10,12,Sunday,41,True
2025-10-13,2025,Q4,10,October,2025-10,13,Monday,42,False
2025-10-14,2025,Q4,10,October,2025-10,14,Tuesday,42,False
2025-10-15,2025,Q4,10,October,2025-10,15,Wednesday,42,False
2025-10-16,2025,Q4,10,October,2025-10,16,Thursday,42,False
2025-10-17,2025,Q4,10,October,2025-10,17,Friday,42,False
2025-10-18,2025,Q4,10,October,2025-10,18,Saturday,42,True
2025-10-19,2025,Q4,10,October,2025-10,19,Sunday,42,True
2025-10-20,2025,Q4,10,October,2025-10,20,Monday,43,False
2025-10-21,2025,Q4,10,October,2025-10,21,Tuesday,43,False
2025-10-22,2025,Q4,10,October,2025-10,22,Wednesday,43,False
2025-10-23,2025,Q4,10,October,2025-10,23,Thursday,43,False
2025-10-24,2025,Q4,10,October,2025-10,24,Friday,43,False
2025-10-25,2025,Q4,10,October,2025-10,25,Saturday,43,True
2025-10-26,2025,Q4,10,October,2025-10,26,Sunday,43,True
2025-10-27,2025,Q4,10,October,2025-10,27,Monday,44,False
2025-10-28,2025,Q4,10,October,2025-10,28,Tuesday,44,False
2025-10-29,2025,Q4,10,October,2025-10,29,Wednesday,44,False
2025-10-30,2025,Q4,10,October,2025-10,30,Thursday,44,False
2025-10-31,2025,Q4,10,October,2025-10,31,Friday,44,False
2025-11-01,2025,Q4,11,November,2025-11,1,Saturday,44,True
2025-11-02,2025,Q4,11,November,2025-11,2,Sunday,44,True
2025-11-03,2025,Q4,11,November,2025-11,3,Monday,45,False
2025-11-04,2025,Q4,11,November,2025-11,4,Tuesday,45,False
2025-11-05,2025,Q4,11,November,2025-11,5,Wednesday,45,False
2025-11-06,2025,Q4,11,November,2025-11,6,Thursday,45,False
2025-11-07,2025,Q4,11,November,2025-11,7,Friday,45,False
2025-11-08,2025,Q4,11,November,2025-11,8,Saturday,45,True
2025-11-09,2025,Q4,11,November,2025-11,9,Sunday,45,True
2025-11-10,2025,Q4,11,November,2025-11,10,Monday,46,False
2025-11-11,2025,Q4,11,November,2025-11,11,Tuesday,46,False
2025-11-12,2025,Q4,11,November,2025-11,12,Wednesday,46,False
2025-11-13,2025,Q4,11,November,2025-11,13,Thursday,46,False
2025-11-14,2025,Q4,11,November,2025-11,14,Friday,46,False
2025-11-15,2025,Q4,11,November,2025-11,15,Saturday,46,True
2025-11-16,2025,Q4,11,November,2025-11,16,Sunday,46,True
2025-11-17,2025,Q4,11,November,2025-11,17,Monday,47,False
2025-11-18,2025,Q4,11,November,2025-11,18,Tuesday,47,False
2025-11-19,2025,Q4,11,November,2025-11,19,Wednesday,47,False
2025-11-20,2025,Q4,11,November,2025-11,20,Thursday,47,False
2025-11-21,2025,Q4,11,November,2025-11,21,Friday,47,False
2025-11-22,2025,Q4,11,November,2025-11,22,Saturday,47,True
2025-11-23,2025,Q4,11,November,2025-11,23,Sunday,47,True
2025-11-24,2025,Q4,11,November,2025-11,24,Monday,48,False
2025-11-25,2025,Q4,11,November,2025-11,25,Tuesday,48,False
2025-11-26,2025,Q4,11,November,2025-11,26,Wednesday,48,False
2025-11-27,2025,Q4,11,November,2025-11,27,Thursday,48,False
2025-11-28,2025,Q4,11,November,2025-11,28,Friday,48,False
2025-11-29,2025,Q4,11,November,2025-11,29,Saturday,48,True
2025-11-30,2025,Q4,11,November,2025-11,30,Sunday,48,True
2025-12-01,2025,Q4,12,December,2025-12,1,Monday,49,False
2025-12-02,2025,Q4,12,December,2025-12,2,Tuesday,49,False
2025-12-03,2025,Q4,12,December,2025-12,3,Wednesday,49,False
2025-12-04,2025,Q4,12,December,2025-12,4,Thursday,49,False
2025-12-05,2025,Q4,12,December,2025-12,5,Friday,49,False
2025-12-06,2025,Q4,12,December,2025-12,6,Saturday,49,True
2025-12-07,2025,Q4,12,December,2025-12,7,Sunday,49,True
2025-12-08,2025,Q4,12,December,2025-12,8,Monday,50,False
2025-12-09,2025,Q4,12,December,2025-12,9,Tuesday,50,False
2025-12-10,2025,Q4,12,December,2025-12,10,Wednesday,50,False
2025-12-11,2025,Q4,12,December,2025-12,11,Thursday,50,False
2025-12-12,2025,Q4,12,December,2025-12,12,Friday,50,False
2025-12-13,2025,Q4,12,December,2025-12,13,Saturday,50,True
2025-12-14,2025,Q4,12,December,2025-12,14,Sunday,50,True
2025-12-15,2025,Q4,12,December,2025-12,15,Monday,51,False
2025-12-16,2025,Q4,12,December,2025-12,16,Tuesday,51,False
2025-12-17,2025,Q4,12,December,2025-12,17,Wednesday,51,False
2025-12-18,2025,Q4,12,December,2025-12,18,Thursday,51,False
2025-12-19,2025,Q4,12,December,2025-12,19,Friday,51,False
2025-12-20,2025,Q4,12,December,2025-12,20,Saturday,51,True
2025-12-21,2025,Q4,12,December,2025-12,21,Sunday,51,True
2025-12-22,2025,Q4,12,December,2025-12,22,Monday,52,False
2025-12-23,2025,Q4,12,December,2025-12,23,Tuesday,52,False
2025-12-24,2025,Q4,12,December,2025-12,24,Wednesday,52,False
2025-12-25,2025,Q4,12,December,2025-12,25,Thursday,52,False
2025-12-26,2025,Q4,12,December,2025-12,26,Friday,52,False
2025-12-27,2025,Q4,12,December,2025-12,27,Saturday,52,True
2025-12-28,2025,Q4,12,December,2025-12,28,Sunday,52,True
2025-12-29,2025,Q4,12,December,2025-12,29,Monday,1,False
2025-12-30,2025,Q4,12,December,2025-12,30,Tuesday,1,False
2025-12-31,2025,Q4,12,December,2025-12,31,Wednesday,1,False
